Case Number,Time,Date,Year,Type,Country,Fatal,Injury,Area,Location,Activity,Name,Victim's Gender,Age,Species,Predicted Gender
2018.04.25.b,Morning,25-Apr-2018,2018.0,Questionable,AUSTRALIA,N,No injury,New South Wales,Lennox Head,Surfing,Matthew Lee,,24.0,Questionable,Male
2018.04.25.a,Morning,25-Apr-2018,2018.0,Unprovoked,AUSTRALIA,N,"No injury, knocked off board by shark",Western Australia,"Surfers Point, Prevelly",Surfing,Rob Bruce,,60.0,3 m shark,Male
2018.04.24,Afternoon,24-Apr-2018,2018.0,Unprovoked,AUSTRALIA,N,"No injury, shark struck his leg",Western Australia,"South Point, Gracetown",Surfing,Nathan Burch,,24.0,"White shark, 3.5 m",Male
2018.04.23,Evening,23-Apr-2018,2018.0,Unprovoked,MALDIVES,N,5-inch cut to hand,Alifu Alifu Atoll,Madoogali,Fishing,Ahmed Rasheed,,32.0,Tiger shark,Male
2018.04.22,Morning,22-Apr-2018,2018.0,Unprovoked,SOUTH AFRICA,N,"No injury, shark bit hole in ski",Western Cape Province,"Robberg Beach, Plettenberg Bay",Paddle-skiing,male,,33.0,"White shark, 2.5 m",Male
2018.04.19,Unknown,19-Apr-2018,2018.0,Unprovoked,USA,N,Lacerations to right lower leg,Hawaii,"Shipwreck’s Beach, Keoneloa Bay, Kauai",Body boarding,Dylan McWilliams,,29.0,6' shark,Male
2018.04.15.d,Unknown,15-Apr-2018,2018.0,Unprovoked,THAILAND,N,Lacerations to foot and ankle,Hua Hin,Sai Noi Beach,Swimming,Werner Danielsen,,54.0,Juvenile bull shark,Male
2018.04.15.c,Unknown,15-Apr-2018,2018.0,Unprovoked,BRAZIL,Unknown,"Multiple severe injuries to arms and leg, leg subsequently surgically amputated",Pernambuco,Piedade,Swimming,Pablo de Melo,,34.0,Unknown,Male
2018.04.15.b,Unknown,15-Apr-2018,2018.0,Unprovoked,AUSTRALIA,N,Laceration to right thigh,Western Australia,"Lefthanders, Margaret River Area",Surfing,Jason Longrass,,41.0,Unknown,Male
2018.04.15.a,Morning,15-Apr-2018,2018.0,Unprovoked,AUSTRALIA,N,Lacerations to legs,Western Australia,"Cobblestones, Margaret River Area",Surfing,Alejandro Travaglini,,37.0,Unknown,Male
2018.04.14,Morning,14-Apr-2018,2018.0,Unprovoked,BAHAMAS,N,No Injury. Shark swam away with the surf board,New Providence,Nirvana Beach,Surfing,Bruce Rowan,,24.0,Tiger shark,Male
2018.04.10.R,Unknown,Reported 10-Apr-2018,2018.0,Invalid,BRAZIL,N,Injury to ankle from marine animal trapped in weir PROVOKED INCIDENT.,Alagoas,"Praia de Sauaçuhy, Maceió",Fishing,Josias Paz,,56.0,Shark involvement not confirmed,
2018.04.03,Afternoon,03-Apr-2018,2018.0,Unprovoked,SOUTH AFRICA,N,Lacerations to left knee & lower leg,Eastern Cape Province,St. Francis Bay,Surfing,Ross Spowart,,19.0,White shark,Male
2018.03.31,Morning,31-Mar-2018,2018.0,Unprovoked,USA,N,Injuries to right leg & hand,Hawaii,Kukio Beach,Stand-Up Paddleboarding,male,,25.0,"Tiger shark, 12'",Male
2018.03.14,Afternoon,14-Mar-2018,2018.0,Unprovoked,AUSTRALIA,N,Minor injuries to legs,Western Australia,Waterman's Bay,Wading,Luke Guy & Finn Bald,,10.0,Wobbegong shark,Male
2018.03.09.b,Afternoon,9-Mar-2018,2018.0,Unprovoked,AUSTRALIA,N,"No injury, said to have been charged by sharks several times",Victoria,Lorne,Swimming,Rob Crossland,,69.0,3.5 m shark,Male
2018.03.09.a,Morning,9-Mar-2018,2018.0,Unprovoked,AUSTRALIA,N,"Minor injury, ankle grazed",Victoria,Winkipop,Surfing,Lachie Brown,,18.0,1.8 m shark,
2018.02.24,Unknown,24-Feb-2018,2018.0,Unprovoked,SOUTH AFRICA,N,The shark & man simply collided; neither were injured,KwaZulu-Natal,Durban,Scuba Diving,Elton Polly,,38.0,Blacktip shark,Male
2018.02.23,Evening,23-Feb-2018,2018.0,Unprovoked,AUSTRALIA,N,Laceratons to right leg & foot,New South Wales,"Little Congwong Beach, La Perouse",Swimming,Anna Shurapey,,55.0,"Juvenile white shark, 2.7 to 3.2 m",Female
2018.02.17,Evening,18-Feb-2018,2018.0,Provoked,AUSTRALIA,N,"Shark rammed kayak, no injury to occupant PROVOKED INCIDENT",Victoria,Westernport Bay,Kayak fishing for sharks,Brett Palmer,,34.0,Unknown,Male
2018.02.15,Afternoon,15-Feb-2018,2018.0,Unprovoked,AUSTRALIA,N,Puncture wounds to leff foot & lower leg,New South Wales,"Surf Beach, Kiama",Walking,Adam Hoare,,35.0,"Bull shark, 2 m",Male
2018.02.14,Evening,14-Feb-2018,2018.0,Invalid,AUSTRALIA,N,"Collision / No injury, no attack",Queensland,Mooloolaba Beach,Swimming,Sharna Babd,,24.0,Possibly a wobbegong,
2018.02.11,Unknown,11-Feb-2018,2018.0,Invalid,BRAZIL,N,Lacerations to 4 toes of right foot,"Boi Island, Victoria",Espirito Santo,Cleaning fish,Rosalida Souza,,46.0,"Injury believed caused by an eel, not a shark",
2018.02.03,Unknown,03-Feb-2018,2018.0,Unprovoked,ECUADOR,N,Injuries to right foot,Galapagos Islands,Santa Fe Island,Snorkeling,Andrew Phipps Newman,,45.0,Galapagos shark?,Male
2018.02.01,Unknown,01-Feb-2018,2018.0,Invalid,AUSTRALIA,N,"No injury no attack. This is considerd an ""encounter""",Western Australia,"Avalon Point, Manurah",Spearfishing,Lucas Martin,,14.0,2m shark,Male
2018.01.14,Afternoon,14-Jan-2018,2018.0,Unprovoked,AUSTRALIA,N,Severe laceration to left forearm,Queensland,Lizard Island,Diving,Mathew Vickers,,24.0,Grey reef shark. 2 m,Male
2018.01.13,Unknown,13-Jan-2018,2018.0,Unprovoked,AUSTRALIA,N,"No injury, shark took his swimfin",New South Wales,Martin Islet,Free diving,Callum Stewart,,28.0,"White shark, 3.5 m",Male
2018.01.12,Afternoon,12-Jan-2018,2018.0,Unprovoked,BRAZIL,N,Minor injury to left forearm,Fernando de Noronha,Conceicao Beach,Surfing,Ricardo Ferrari Bulhoes,,20.0,small shark,Male
2018.01.05,Unknown,05-Jan-2018,2018.0,Unprovoked,AUSTRALIA,N,Foot bitten,Western Australia,"South Point, Gracetown",Surfing,Justin,,24.0,Wobbegong shark?,Male
2017.12.31,Evening,31-Dec-2017,2017.0,Unprovoked,USA,N,Severe lacerations to left thigh & knee,Hawaii,"Hultin's Beach, Oahu",Surfing,Marjorie Mariano,,54.0,Tiger shark,Female
2017.12.30,Afternoon,30-Dec-2017,2017.0,Unprovoked,USA,N,Foot bitten,California,"Drakes Estero, Point Reyes, Marin County",Surfing,Natalie Jones,,35.0,Unknown,Female
2017.12.21,Unknown,21-Dec-2017,2017.0,Provoked,MALAYSIA,N,"Minor injury to thigh, PROVOKED INCIDENT",Sepang,Bagan Lalang Beach,Fishing / Wading,Sairol Harun,,24.0,Juvenile nurse shark,
2017.11.30.b,Unknown,30-Nov-2017,2017.0,Unprovoked,COSTA RICA,N,Serious injury to leg,Cocos Island,Manuelita,Scuba Diving,__ Jimenez,,26.0,"Tiger shark, female",
2017.11.30.a,Unknown,30-Nov-2017,2017.0,Unprovoked,COSTA RICA,Y,FATAL,Cocos Island,Manuelita,Scuba diving,Rohina Bhandari,,49.0,"Tiger shark, female",
2017.11.24,Afternoon,24-Nov-2017,2017.0,Unprovoked,USA,N,Right leg bitten,California,"Stillwater Cove, Monterey County",Spearfishing,Grigor Azatian,,25.0,"White shark, 4.6 m",Male
2017.11.18,Afternoon,18-Nov-2017,2017.0,Unprovoked,USA,N,Heel bitten,Florida,"Floridana Beach, Brevard County",Surfing,Kaia Anderson,,14.0,Unknown,Female
2017.11.13,Afternoon,13-Nov-2017,2017.0,Unprovoked,AUSTRALIA,N,Puncture wounds to left shoulder,New South Wales,Avoca Beach,Surfing,Charlie Fry,,25.0,2 m shark,Male
2017.11.04,Evening,04-Nov-2017,2017.0,Unprovoked,CUBA,Y,FATAL,Holquin Province,Guardalavaca Beach,Night bathing,Jesús Cabrera González,,22.0,Tiger shark,Male
2017.10.31.R,Unknown,Reported 31-Oct-2017,2017.0,Unprovoked,AUSTRALIA,N,Calf injured,Queensland,Magnetic Island,Snorkeling,Jack Tolley,,7.0,Cookiecutter shark,Male
2017.10.28,Morning,28-Oct-2017,2017.0,Unprovoked,AUSTRALIA,N,Minor injury to foot,New South Wales,Birubi Point,Surfing,male,,31.0,"Wobbegong shark, 1 m",Male
2017.10.26,Afternoon,26-Oct-2017,2017.0,Unprovoked,USA,N,No injury but shark bit SUP,Hawaii,"White Plains Beach, Oahu",Stand-Up Paddleboarding,male,,24.0,Unknown,Male
2017.10.23.c,Afternoon,23-Oct-2017,2017.0,Unprovoked,MAURITIUS,N,Minor injury to foot,Pamplemousses,Le Goulet,Swimming,male,,24.0,Unknown,Male
2017.10.23.b,Afternoon,23-Oct-2017,2017.0,Unprovoked,USA,N,Lacerations to left foot,Florida,"Juno Beach, Palm Beach County",Surfing,Jason Hartl,,17.0,Unknown,Male
2017.10.23.a,Morning,23-Oct-2017,2017.0,Unprovoked,USA,N,Severe lacerations to left hand & wrist,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Swimming,Susan Peteka,,60.0,Unknown,Female
2017.10.22,Afternoon,22-Oct-2017,2017.0,Unprovoked,AUSTRALIA,N,Minor injuries,South Australia,Normanville,Kayaking / Fishing,Sarah Williams,,15.0,"White shark, 4.5 m",Female
2017.10.21,Morning,21-Oct-2017,2017.0,Unprovoked,NEW ZEALAND,N,"No injury, shark shook kayak x3",North Island,"Off Tapuna Beach, Auckand",Kayaking,David Lomas,,24.0,2 m shark,Male
2017.10.18,Afternoon,18-Oct-2017,2017.0,Unprovoked,USA,N,Puncture wounds & lacerations to foot,Florida,"Lantana Beach, Palm Beach County",Swimming,Carlos Iribam,,24.0,"Spinner shark, 4 to 5 feet",Male
2017.10.09,Evening,09-Oct-2017,2017.0,Unprovoked,USA,N,Lacerations to left hand,Hawaii,"Davidsons Beach, Kekaha, Kauai",Surfing,Mitch Milan,,54.0,"Tiger shark, 8 to 10 feet",Male
2017.10.05,Afternoon,05-Oct-2017,2017.0,Unprovoked,USA,N,Abrasions,Hawaii,"Kama‘ole Beach Park, Maui",Snorkeling,female,,40.0,8' shark,Female
2017.10.01,Unknown,01-Oct-2017,2017.0,Invalid,SOUTH AFRICA,Unknown,FATAL,Western Cape Province,Dyer Island,Scuba Diving,Bradley Fick,,31.0,Death may have been due to drowning,Male
2017.09.25.b,Morning,25-Sep-2017,2017.0,Unprovoked,USA,N,Lacerations to lower left leg and foot,Florida,"Hanna Park, Jacksonville, Duval County",Surfing,Justin White,,24.0,5' shark,Male
2019.07.22,Evening,22-Jul-2019,2019.0,Unprovoked,USA,N,Foot bitten,Rhode Island,"Moonstone Beach, South Kingstown, Washington County",Surfing,Chase Clary,,18.0,Sandtiger shark,Male
2017.09.25.a,Evening,25-Sep-2017,2017.0,Unprovoked,AUSTRALIA,N,"No injury, board damaged by shark",Western Australia,Gracetown,Surfing,Catherine Vissers,,24.0,"White shark, 3.5 m",Female
2017.09.24.b,Afternoon,24-Sep-2017,2017.0,Invalid,USA,Unknown,"Lacerations to right ankle, foot & toe",New York,Rockaway,Surfing,Michah Behrend,,33.0,Questionable,
2017.09.24.a,Afternoon,24-Sep-2017,2017.0,Unprovoked,USA,N,Laceration to upper arm,Florida,Fort Worth,Surfing,male,,24.0,4' to 5' shark,Male
2017.09.20,Morning,20-Sep-2017,2017.0,Unprovoked,USA,N,Minor lacerations to sole of left foot,Florida,Palm Beach County,Surfing,Richard Inniss,,24.0,Unknown,Male
2017.09.16.b,Unknown,16-Sep-2017,2017.0,Unprovoked,SPAIN,N,Lacerations to right foot,Canary Islands,Gran Canaria,Body surfing,male,,13.0,"Porbeagle, 1.5 m",Male
2017.09.16.a,Afternoon,16-Sep-2017,2017.0,Unprovoked,USA,N,Lacerations to left foot,Florida,"Ponce Inlet, Volusia County",Surfing,male,,28.0,Unknown,Male
2017.09.15.b,Afternoon,15-Sep-2017,2017.0,Invalid,SOUTH AFRICA,Unknown,"FATAL, but death was probably due to drowning",Western Cape Province,Hawston,Scuba Diving,Wayon Love,,25.0,Unknown,
2017.09.13,Evening,13-Sep-2017,2017.0,Unprovoked,USA,N,Lacerations to left foot,Florida,"Ponce Inlet, Volusia County",Surfing,Benjamin Loyd,,18.0,5' to 6' shark,Male
2017.09.10.b,Afternoon,10-Sep-2017,2017.0,Unprovoked,AUSTRALIA,N,Minor injuries,Westerm Australia,Sam's Creek area,Swimming,male,,24.0,Unknown,Male
2017.09.10.a,Morning,10-Sep-2017,2017.0,Unprovoked,AUSTRALIA,N,Minor lacerations to right hip,New South Wales,Iluka Beach,Surfing,Abe McGrath,,35.0,"White shark, 3 to 3.5m",Male
2017.09.03.b,Morning,03-Sep-2017,2017.0,Unprovoked,SOUTH AFRICA,Y,FATAL,Western Cape Province,Dyer Island,"Swimming, poaching abalone",Sivuyile Xelela,,24.0,Unknown,
2017.09.03.a,Morning,03-Sep-2017,2017.0,Unprovoked,JAPAN,N,Injury to ankle & feet,Shizuoka Prefecture,Iwata City,Surfing,male,,42.0,Unknown,Male
2017.09.02.c,Unknown,02-Sep-2017,2017.0,Unprovoked,USA,N,Lacerations to abdomen,Florida,"Marathon, Monroe County",Swimming,Ervin Maccarty,,24.0,Nurse shark,Male
2017.09.02.b,Unknown,02-Sep-2017,2017.0,Unprovoked,USA,N,Lacerations to foot,Texas,"South Padre Island, Cameron County",Swimming,female,,24.0,Unknown,Female
2017.09.02.a,Morning,02-Sep-2017,2017.0,Unprovoked,USA,N,Minor injury to right hand,Florida,"New Smyrna Beach, Volusia County",Surfing,Chase Elmore,,17.0,Unknown,Male
2017.08.29,Morning,29-Aug-2017,2017.0,Unprovoked,AUSTRALIA,N,"No injury, board bitten",Victoria,Cathedral Rock,Surfing,Marcel Brundler,,37.0,"White shark, 3 m",Male
2017.08.27,Afternoon,27-Aug-2017,2017.0,Unprovoked,USA,N,Leg injured,Florida,Bathtub Beach,Wading,Violet Veatch,,3.0,Unknown,Female
2017.08.26.b,Unknown,26-Aug-2017,2017.0,Invalid,SPAIN,Unknown,Lacerations to left foot,Castellón,Grao de Moncofa,Swimming,female,,11.0,Shark involvement questionable,Female
2017.08.26.a,Unknown,26-Aug-2017,2017.0,Unprovoked,NEW ZEALAND,N,"No injury, shark bit canoe",North Island,Off Tutukaka,Canoeing,Matt Kensington,,24.0,Unknown,Male
2017.08.23,Morning,23-Aug-2017,2017.0,Unprovoked,USA,N,Not injured by shark but board bitten,Massachusetts,"Marconi Beach, Wellfleet, Barnstable County",SUP,Cleveland Bigelow,,69.0,"White shark, 5' to 7'",Male
2017.08.10,Afternoon,10-Aug-2017,2017.0,Unprovoked,USA,N,Minor cuts to sole & toes of left foot,South Carolina,"Sea Pines Resort, Hilton Head Island, Beaufort County",Swimming,Linton Suttle,,13.0,Possibly a juvenile blacktip shark,Male
2017.08.05,Unknown,05-Aug-2017,2017.0,Unprovoked,EGYPT,N,Bite to right leg/hip,Red Sea Protectorate,Marsa Ghalib,Snorkeling,Kirsten Schachinger,,20.0,"Oceanic whitetip shark, 1.8 to 2 m",Female
2017.08.03,Evening,03-Aug-2017,2017.0,Provoked,USA,N,Foot bitten by landed shark PROVOKED INCIDENT,Massachusetts,"Menauhant Beach, Falmouth,
 Barnstable County",Fishing,male,,34.0,4' shark,Male
2017.08.01,Morning,01-Aug-2017,2017.0,Boating,USA,N,"No injury, bow of kayak bitten",California,"Between Pescadero Point & Bean Hollow Beach, San Mateo County",Kayaking / Fishing,Patrick Conroy,,24.0,"White shark, 10'",Male
2017.07.31,Evening,31-Jul-2017,2017.0,Unprovoked,USA,N,Lacerations to lower leg,Florida,"Jacksonvlle, Duval County",Skimboarding,Colton McCarty,,15.0,Unknown,Male
2017.07.29.c,Afternoon,29-Jul-2017,2017.0,Invalid,USA,Unknown,Abrasions and cuts to sole of foot,South Carolina,"Hilton Head Island, Beaufort County",Swimming,Johnny Simatacolos,,10.0,A small shark,Male
2017.07.27,Unknown,27-Jul-2017,2017.0,Unprovoked,BAHAMAS,N,Foot & ankle injured,New Providence District,Rose Island,Snorkeling,female,,24.0,Unknown,Female
2017.07.24,Afternoon,24-Jul-2017,2017.0,Unprovoked,"ST HELENA, British overseas territory",N,Torso bitten,Ascension Island,English Bay,Surfing,Kawika Matsu,,37.0,Unknown,
2017.07.23.a,Afternoon,23-Jul-2017,2017.0,Unprovoked,SPAIN,N,Abrasion to arm from shark's rough skin,Majorca,"Estanys Beach, Colonia de Sant",Swimming,female,,24.0,Blue shark 6',Female
2017.07.20.c,Unknown,20-Jul-2017,2017.0,Invalid,USA,Unknown,Foot injured,South Carolina,"Hilton Head Island, Beaufort County",Swimming,Ellie Rogier,,8.0,Shark involvement not confirmed,Female
2017.07.20.b,Morning,20-Jul-2017,2017.0,Boating,USA,N,"No injury, kayak bitten",California,"Stearns Wharf, Santa Barbara",Kayaking,Bret Jackson,,40.0,"White shark, 11' to 13'",Male
2017.07.20.a,Morning,20-Jul-2017,2017.0,Unprovoked,USA,N,"No injury, shark bit paddleboard",California,"Seal Rock, Goleta Beach, Santa Barbara",SUP,Rolf Geyling,,50.0,"White shark, 8' to 10'",Male
2017.07.14.b,Evening,14-Jul-2017,2017.0,Unprovoked,USA,N,Pulled off board by shark but no injury,Washington,"South Beach, Westport, Grays Harbor County",Surfing,MK,,24.0,"White shark, 9'",
2017.07.14.a,Morning,14-Jul-2017,2017.0,Unprovoked,AUSTRALIA,N,"Minor injury, grazed by shark",Western Australia,Floreat Beach,Surfing,male,,24.0,Unknown,Male
2017.07.11,Morning,11-Jul-2017,2017.0,Boating,USA,N,"No injury, kayak bitten",California,"Santa Cruz, Santa Cruz County",Kayaking,Steve Lawson,,24.0,White shark,Male
2017.07.09,Afternoon,09-Jul-2017,2017.0,Unprovoked,USA,N,Lower legs bitten,Florida,"Haulover Beach, Miami-Dade County",Swimming,Elvin Lanza,,46.0,"Bull shark, 4' to 5'",Male
2017.07.07.R,Unknown,Reported 07-Jul-2017,2017.0,Provoked,MEXICO,N,Hand bitten by hooked shark PROVOKED INCIDENT,Tabasco,"Sánchez Magallanes, Cárdenas",Fishing,Andres Ovando Rodriguez,,32.0,"Tiger shark, 100 kg",Male
2017.07.07,Afternoon,07-Jul-2017,2017.0,Unprovoked,SOUTH AFRICA,N,"No injury, shark bit surfboard",Eastern Cape Province,"Nahoon Reef, East London",Surfing,Zoe Stein,,13.0,"White shark, 2.5 m",Female
2017.06.29,Evening,29-Jun-2017,2017.0,Invalid,USA,Unknown,"Arm injured by hook, not by a shark",South Carolina,Wrightsville Beach,Fishing,male,,24.0,No shark invovlement,Male
2017.06.21,Unknown,21-Jun-2017,2017.0,Unprovoked,USA,N,Left foot bitten,South Carolina,"South Forest Beach, Hilton Head Island, Beaufort County",Swimming,Olivia Wallhauser,,16.0,Unknown,Female
2017.06.19,Morning,19-Jun-2017,2017.0,Unprovoked,USA,N,1 to 2-inch laceration behind knee,Florida,"Singer Island, Palm Beach County",Surfing,male,,24.0,Unknown,Male
2017.06.18.b,Unknown,18-Jun-2017,2017.0,Unprovoked,USA,N,Leg bitten,South Carolina,"Burkes Beach, Hilton Head, Beaufort County",Swimming,Regan Readnour,,14.0,"Bull shark, 4' to 5'",Female
2017.06.17,Afternoon,17-Jun-2017,2017.0,Unprovoked,SPAIN,N,2-inch laceration to hand,Ibiza Island,Playa d’en Bossa,Swimming,male,,82.0,Unknown,Male
2017.06.05,Unknown,2017.06.05,2017.0,Unprovoked,FRENCH POLYNESIA,N,Injuries to hand and wrist,Marquesas,"Atuona Bay, Hiva Oa Island",Surfing,male,,24.0,Unknown,Male
2017.06.11,Morning,11-Jun-2017,2017.0,Unprovoked,AUSTRALIA,N,"No injury, board bitten",Western Australia,"Point Casuarina, Bunbury",Body boarding,Paul Goff,,48.0,"White shark, 4 m",Male
2017.06.10.b,Afternoon,10-Jun-2017,2017.0,Unprovoked,AUSTRALIA,N,"No injury, knocked off board",Victoria,"Flinders, Mornington Penisula",Surfing,female,,24.0,Seven-gill shark,Female
2017.06.10.a,Morning,10-Jun-2017,2017.0,Unprovoked,USA,N,Laceration to left foot,Florida,"Ponce Inlet, Volusia County",Surfing,Bryan Brock,,19.0,Unknown,Male
2017.06.07.R,Unknown,Reported 07-Jun-2017,2017.0,Unprovoked,UNITED KINGDOM,N,"Bruise to leg, cuts to hand sustained when he hit the shark",South Devon,Bantham Beach,Surfing,Rich Thomson,,30.0,"3m shark, probably a smooth hound",Male
2017.06.04,Unknown,04-Jun-2017,2017.0,Unprovoked,USA,N,Laceration to shin,Florida,"Middle Sambo Reef off Boca Chica, Monroe County",Spearfishing,Parker Simpson,,24.0,8' shark,Male
2017.06.02,Unknown,02-Jun-2017,2017.0,Unprovoked,BAHAMAS,N,Right forearm severed,New Providence,Athol Island,Snorkeling,Tiffany Johnson,,32.0,Tiger shark,Female
2017.05.30,Unknown,30-May-2017,2017.0,Provoked,USA,N,Right hand bitten by hooked shark PROVOKED INCIDENT,South Carolina,"Awendaw, Charleston County",Touching a shark,Mackenzie Higgins,,20.0,3' shark,Female
2017.05.28,Morning,28-May-2017,2017.0,Unprovoked,USA,N,Lacerations to right arm,Florida,Off Jupiter,Feeding sharks,Randy Jordan,,24.0,Tiger shark,Male
2017.05.27,Unknown,27-May-2017,2017.0,Invalid,AUSTRALIA,N,Abrasion to right forearm from pectoral fin of a shark that leapt into his boat,New South Wales,Evans Head,Fishing,Terry Selwood,,73.0,Unknown,Male
2017.05.12,Morning,12-May-2017,2017.0,Unprovoked,UNITED ARAB EMIRATES,N,Right leg severely bitten,"Sharjah,",Khor Fakkan,Spearfishing,Al Beloushi,,41.0,Unknown,Male
2017.05.06.R,Unknown,Reported 06-May-2017,2017.0,Provoked,AUSTRALIA,N,Thigh nipped PROVOKED INCIDENT,Queensland,Weipa,Attempting to lasso a shark,Josh Neille,,29.0,9' shark,Male
2017.05.06,Afternoon,05-May-2017,2017.0,Unprovoked,MEXICO,Y,FATAL,Baja California Sur,"Los Arbolitos, Cabo Pulmo",Snorkeling,Andres Rozada,,33.0,Unknown,Male
2017.05.03,Afternoon,03-May-2017,2017.0,Invalid,USA,Unknown,"Laceration to thigh, likely caused by surfboard fin",California,"Sunset Beach, Orange County",Surfing,Sophia Raab,,18.0,Shark involvement highly doubtful,Female
2017.04.29.d,Afternoon,29-Apr-2017,2017.0,Unprovoked,USA,N,Major injury to posterior thigh,California,"San Onofre, San Diego County",Swimming,Leeanne Ericson,,24.0,Unknown,Female
2017.04.29.c,Afternoon,29-Apr-2017,2017.0,Unprovoked,SOUTH AFRICA,N,Minor injury to right calf,Western Cape Province,"Keurbooms, Plettenberg Bay",Surfing,male,,14.0,Unknown,Male
2017.04.29.b,Morning,29-Apr-2017,2017.0,Unprovoked,USA,N,Left foot bitten,South Carolina,"Folly Beach, Charleston County",Surfing,Holly Dyar,,33.0,Unknown,Female
2017.04.29.a,Morning,29-Apr-2017,2017.0,Unprovoked,REUNION,Y,FATAL,Saint-Leu,Pointe au Sal,Body boarding,Adrien Dubosc,,28.0,Unknown,Male
2017.04.27,Afternoon,27-Apr-2017,2017.0,Unprovoked,NEW ZEALAND,N,Puncture wounds & laceration above knee,South Island,"Porpoise Bay, Catlins",Body boarding,female,,25.0,Unknown,Female
2017.04.22,Afternoon,22-Apr-2017,2017.0,Unprovoked,"ST HELENA, British overseas territory",N,Calf & foot bitten,Ascension Island,English Bay,Snorkeling,Frankie Gonsalves,,40.0,Unknown,
2017.04.20,Morning,20-Apr-2017,2017.0,Invalid,USA,Unknown,Laceration & puncture wounds to left foot,South Carolina,Georgetown County,Swimming,male,,24.0,Shark involvement not confirmed,Male
2017.04.17.a,Afternoon,17-Apr-2017,2017.0,Unprovoked,AUSTRALIA,Y,FATAL,Western Australia,Kelpies near Wylie Bay,Surfing,Laeticia Brouwer,,17.0,White shark,Female
2017.04.14,Morning,14-Apr-2017,2017.0,Unprovoked,USA,N,Lower right leg severely injured,Hawaii,"Kekaha Beach, Kauai",Surfing,Baboo,,28.0,"Tiger shark, 12'",
2017.04.13,Afternoon,13-Apr-2017,2017.0,Unprovoked,USA,N,Lacerations to right foot,Florida,"Hanna Park, Jacksonville, Duval County",Surfing,Keeanan Perry,,17.0,Unknown,
